Title	URL	Abstract views	PDF views	Original submission	Current submission
A virtual B cell lymphoma model to predict effective combination therapy	http://biorxiv.org/content/early/2016/01/18/037093	285	46	2016_01_18	2016_01_18
Assessing inter-individual variability in brain-behavior relationship with functional neuroimaging	http://biorxiv.org/content/early/2016/01/18/036772	264	135	2016_01_18	2016_01_18
An Ancestry Based Approach for Detecting Interactions	http://biorxiv.org/content/early/2016/01/18/036640	711	212	2016_01_13	2016_01_18
Extreme positive allometry of animal adhesive pads and the size limits of adhesion-based climbing.	http://biorxiv.org/content/early/2016/01/18/033845	175	52	2015_12_7	2016_01_18
AdmixSim: A Forward-Time Simulator for Various and Complex Scenarios of Population Admixture	http://biorxiv.org/content/early/2016/01/18/037135	418	87	2016_01_18	2016_01_18
Believer-Skeptic meets Actor-Critic: Rethinking the role of basal ganglia pathways during decision-making and reinforcement learning	http://biorxiv.org/content/early/2016/01/18/037085	300	103	2016_01_18	2016_01_18
Read-Based Phasing of Related Individuals	http://biorxiv.org/content/early/2016/01/18/037101	440	110	2016_01_18	2016_01_18
Learning the human chromatin network from all ENCODE ChIP-seq data	http://biorxiv.org/content/early/2016/01/18/023911	1627	363	2016_01_14	2016_01_18
Estimating the effect of competition on trait evolution using maximum likelihood inference	http://biorxiv.org/content/early/2016/01/18/023473	102	2	2015_11_10	2016_01_18
Changes in bioactive components of Aristolochia tagala .Cham, a rare species of medicinal importance during its in vitro development through direct regeneration	http://biorxiv.org/content/early/2016/01/17/037028	159	30	2016_01_17	2016_01_17
The Neuro Bureau ADHD-200 Preprocessed Repository	http://biorxiv.org/content/early/2016/01/17/037044	535	146	2016_01_17	2016_01_17
RapMap: A Rapid, Sensitive and Accurate Tool for Mapping RNA-seq Reads to Transcriptomes	http://biorxiv.org/content/early/2016/01/16/029652	1958	339	2015_10_28	2016_01_16
Evidence for the priming effect in a planktonic estuarine microbial community	http://biorxiv.org/content/early/2016/01/16/030916	251	197	2015_11_7	2016_01_16
Isoform-level gene expression patterns in single-cell RNA-sequencing data	http://biorxiv.org/content/early/2016/01/16/036988	662	301	2016_01_16	2016_01_16
Geographic cline analysis as a tool for studying genome-wide variation: a case study of pollinator-mediated divergence in a monkeyflower	http://biorxiv.org/content/early/2016/01/15/036954	581	90	2016_01_15	2016_01_15
Logic models to predict continuous outputs based on binary inputs with an application to personalized cancer therapy	http://biorxiv.org/content/early/2016/01/15/036970	285	83	2016_01_15	2016_01_15
The prognostic potential of alternative transcript isoforms across human tumors	http://biorxiv.org/content/early/2016/01/15/036947	699	133	2016_01_15	2016_01_15
The impact of amplification on differential expression analyses by RNA-seq	http://biorxiv.org/content/early/2016/01/15/035493	1282	202	2015_12_28	2016_01_15
Sensors of change: riparian ecosystem sensitivity to local and large scale gradients in high elevation lake	http://biorxiv.org/content/early/2016/01/15/035576	113	10	2015_12_29	2016_01_15
Small lakes in big landscape: External drivers of littoral ecosystem in high elevation lakes	http://biorxiv.org/content/early/2016/01/15/034553	141	13	2015_12_16	2016_01_15
Open Hardware: Towards a Fully-Wireless Sub-Cranial Neuro-Implant for Measuring Electrocorticography Signals	http://biorxiv.org/content/early/2016/01/15/036855	159	131	2016_01_15	2016_01_15
A frameshift mutation in GON4L is associated with dwarfism in Fleckvieh cattle	http://biorxiv.org/content/early/2016/01/15/036889	188	41	2016_01_15	2016_01_15
How clonal are bacteria over time?	http://biorxiv.org/content/early/2016/01/15/036780	1493	486	2016_01_15	2016_01_15
A convex optimization approach for identification of human tissue-specific interactomes	http://biorxiv.org/content/early/2016/01/15/036830	276	129	2016_01_15	2016_01_15
Changes in attractor dynamics predict altered perceptual decision making with dorsolateral prefrontal tDCS	http://biorxiv.org/content/early/2016/01/15/036905	327	132	2016_01_15	2016_01_15
The 2-approximation algorithm of sorting by prefix transposition revisited	http://biorxiv.org/content/early/2016/01/15/036814	199	7	2016_01_15	2016_01_15
Methylation Analysis Reveals Fundamental Differences Between Ethnicity and Genetic Ancestry	http://biorxiv.org/content/early/2016/01/15/036822	868	279	2016_01_15	2016_01_15
Tempo and mode of genome evolution in a 50,000-generation experiment	http://biorxiv.org/content/early/2016/01/15/036806	1338	613	2016_01_15	2016_01_15
Pain to remember: a single incidental association with pain leads to increased memory for neutral items one year later	http://biorxiv.org/content/early/2016/01/15/035212	89	19	2016_01_6	2016_01_15
Fast and accurate single-cell RNA-Seq analysis by clustering of transcript-compatibility counts	http://biorxiv.org/content/early/2016/01/15/036863	1690	761	2016_01_15	2016_01_15
Potential impact of sexual transmission of Ebola virus on the epidemic in West Africa	http://biorxiv.org/content/early/2016/01/15/031880	729	68	2015_12_4	2016_01_15
A multiscale framework for deconstructing the ecosystem physical template of high altitudes lakes	http://biorxiv.org/content/early/2016/01/15/034405	163	18	2015_12_15	2016_01_15
Lifespan extension by dietary restriction in Drosophila is associated with GATA motifs and organ-specific, TOR-dependent transcriptional networks.	http://biorxiv.org/content/early/2016/01/15/036848	697	88	2016_01_15	2016_01_15
Structural features of the fly chromatin colors revealed by automatic three-dimensional modeling.	http://biorxiv.org/content/early/2016/01/15/036764	367	151	2016_01_15	2016_01_15
Efficient Correction of the Sickle Mutation in Human Hematopoietic Stem Cells Using a Cas9 Ribonucleoprotein Complex	http://biorxiv.org/content/early/2016/01/15/036236	573	212	2016_01_15	2016_01_15
Contrasting the genetic architecture of 30 complex traits from summary association data	http://biorxiv.org/content/early/2016/01/14/035907	1587	505	2016_01_4	2016_01_14
Haplotag: software for haplotype-based genotyping-by-sequencing analysis	http://biorxiv.org/content/early/2016/01/14/031013	566	175	2015_11_9	2016_01_14
A prospective randomized trial examining health care utilization in individuals using multiple smartphone-enabled biosensors	http://biorxiv.org/content/early/2016/01/14/029983	796	52	2015_10_28	2016_01_14
Evolution of corticosteroid specificity for human, chicken, alligator and frog glucocorticoid receptors	http://biorxiv.org/content/early/2016/01/14/036665	240	42	2016_01_14	2016_01_14
Elevated maximum temperatures and high-magnitude thermal variability drive low coral diversity on nearshore lagoonal reefs on the Belize Mesoamerican Barrier Reef	http://biorxiv.org/content/early/2016/01/14/036400	185	61	2016_01_14	2016_01_14
Searching more genomic sequence with less memory for fast and accurate metagenomic profiling	http://biorxiv.org/content/early/2016/01/14/036681	1090	234	2016_01_14	2016_01_14
Structural variation detection with read pair information --- An improved null-hypothesis reduces bias	http://biorxiv.org/content/early/2016/01/14/036707	285	80	2016_01_14	2016_01_14
Advances in two photon scanning and scanless microscopic technologies for functional neural circuit imaging	http://biorxiv.org/content/early/2016/01/13/036632	251	245	2016_01_13	2016_01_13
Comparing the Citation Performance of PNAS Papers by Submission Track	http://biorxiv.org/content/early/2016/01/13/036616.1	1371	287	2016_01_13	2016_01_13
A novel mutation in the nucleoporin NUP35 causes murine degenerative colonic smooth muscle myopathy	http://biorxiv.org/content/early/2016/01/13/036582	162	17	2016_01_13	2016_01_13
Cell Assembly Dynamics of Sparsely-connected Inhibitory Networks: a Simple Model for the Collective Activity of Striatal Projection Neurons	http://biorxiv.org/content/early/2016/01/13/036608	195	32	2016_01_13	2016_01_13
A gene regulatory network for apical organ neurogenesis and its spatial control in sea star embryos.	http://biorxiv.org/content/early/2016/01/13/036624	142	36	2016_01_13	2016_01_13
Ancestral genome reconstruction reveals the history of ecological diversification in Agrobacterium.	http://biorxiv.org/content/early/2016/01/13/034843	292	66	2015_12_18	2016_01_13
Canvas: versatile and scalable detection of copy number variants	http://biorxiv.org/content/early/2016/01/13/036194	560	163	2016_01_8	2016_01_13
Mutation signatures reveal biological processes in human cancer	http://biorxiv.org/content/early/2016/01/13/036541	496	302	2016_01_13	2016_01_13
SC3 - consensus clustering of single-cell RNA-Seq data	http://biorxiv.org/content/early/2016/01/13/036558	733	317	2016_01_13	2016_01_13
The genealogical sorting index and species delimitation	http://biorxiv.org/content/early/2016/01/12/036525	424	100	2016_01_12	2016_01_12
Eighteenth century Yersinia pestis genomes reveal the long-term persistence of an historical plague focus	http://biorxiv.org/content/early/2016/01/12/036509	1414	318	2016_01_12	2016_01_12
Robust Lineage Reconstruction from High-Dimensional Single-Cell Data	http://biorxiv.org/content/early/2016/01/12/036533	310	142	2016_01_12	2016_01_12
Intrinsic Areal Organization in the Individual Brain: Unique and Reliable	http://biorxiv.org/content/early/2016/01/12/035790	199	70	2016_01_12	2016_01_12
Rare loss-of-function variants in KMT2F are associated with schizophrenia and developmental disorders	http://biorxiv.org/content/early/2016/01/12/036384	1491	203	2016_01_12	2016_01_12
ARGON: fast, whole-genome simulation of the discrete time Wright-Fisher process	http://biorxiv.org/content/early/2016/01/12/036376	536	92	2016_01_12	2016_01_12
R2d2 drives selfish sweeps in the house mouse	http://biorxiv.org/content/early/2016/01/12/024851	1239	91	2015_10_14	2016_01_12
A performance-optimized model of neural responses across the ventral visual stream	http://biorxiv.org/content/early/2016/01/12/036475	164	94	2016_01_12	2016_01_12
Expression weighted cell type enrichments reveal genetic and cellular nature of major brain disorders	http://biorxiv.org/content/early/2016/01/12/032680	316	55	2015_11_23	2016_01_12
Ordering structured populations in multiplayer cooperation games	http://biorxiv.org/content/early/2016/01/12/021550	251	33	2015_11_30	2016_01_12
The Computational Nature of Memory Reconsolidation	http://biorxiv.org/content/early/2016/01/12/036442	370	147	2016_01_11	2016_01_12
Identification and characterization of long non-coding RNAs as targets of mammary tumor cell proliferation and migration	http://biorxiv.org/content/early/2016/01/11/036418	382	95	2016_01_11	2016_01_11
Variation in the molecular clock of primates	http://biorxiv.org/content/early/2016/01/11/036434	1733	331	2016_01_11	2016_01_11
The role of contact inhibition in intratumoral heterogeneity: An off-lattice individual based model	http://biorxiv.org/content/early/2016/01/11/036467	295	51	2016_01_11	2016_01_11
Evaluation of TagSeq, a reliable low-cost alternative for RNAseq	http://biorxiv.org/content/early/2016/01/11/036426	982	207	2016_01_11	2016_01_11
RiboDiff: Detecting Changes of Translation Efficiency from Ribosome Footprints	http://biorxiv.org/content/early/2016/01/11/017111	466	78	2015_04_10	2016_01_11
Long single-molecule reads can resolve the complexity of the Influenza virus composed of rare, closely related mutant variants	http://biorxiv.org/content/early/2016/01/11/036392	382	80	2016_01_11	2016_01_11
Pangenome-wide and molecular evolution analyses of the Pseudomonas aeruginosa species	http://biorxiv.org/content/early/2016/01/11/020305	375	132	2015_06_2	2016_01_11
Regmex, Motif analysis in ranked lists of sequences	http://biorxiv.org/content/early/2016/01/11/035956	498	118	2016_01_6	2016_01_11
Species-level resolution of 16S rRNA gene amplicons sequenced through MinIONTM portable nanopore sequencer	http://biorxiv.org/content/early/2016/01/11/021758	1544	374	2015_07_1	2016_01_11
High-quality thermodynamic data on the stability changes of proteins upon single-site mutations	http://biorxiv.org/content/early/2016/01/10/036301	345	239	2016_01_10	2016_01_10
Winners curse correction and variable thresholding improve performance of polygenic risk modeling based on summary-level data from genome-wide association studies	http://biorxiv.org/content/early/2016/01/10/034082	453	136	2016_01_10	2016_01_10
Computational prediction shines light on type III secretion origins	http://biorxiv.org/content/early/2016/01/10/036251	343	78	2016_01_10	2016_01_10
Statistical evidence for common ancestry: New tests of universal ancestry	http://biorxiv.org/content/early/2016/01/10/036327	559	179	2016_01_10	2016_01_10
Measuring the sequence-affinity landscape of antibodies with massively parallel titration curves	http://biorxiv.org/content/early/2016/01/10/036335	525	163	2016_01_10	2016_01_10
Phenotypic spandrel: absolute discrimination and ligand antagonism	http://biorxiv.org/content/early/2016/01/10/036293	173	43	2016_01_10	2016_01_10
Local opposite orientation preferences in V1: fMRI sensitivity to fine-grained pattern information	http://biorxiv.org/content/early/2016/01/10/036269	149	66	2016_01_10	2016_01_10
Centromere Detection of Human Metaphase Chromosome Images using a Candidate Based Method	http://biorxiv.org/content/early/2016/01/09/032110	155	18	2015_11_18	2016_01_09
De novo Genome Assembly of Geosmithia morbida, the Causal Agent of Thousand Cankers Disease	http://biorxiv.org/content/early/2016/01/08/036285	300	73	2016_01_08	2016_01_08
Integrating roots into a whole plant network of flowering time genes in Arabidopsis thaliana	http://biorxiv.org/content/early/2016/01/08/036244	601	94	2016_01_08	2016_01_08
Random recurrent networks near criticality capture the broadband power distribution of human ECoG dynamics	http://biorxiv.org/content/early/2016/01/08/036228	205	87	2016_01_08	2016_01_08
Neptune: A Tool for Rapid Microbial Genomic Signature Discovery	http://biorxiv.org/content/early/2016/01/08/032227	358	47	2015_11_18	2016_01_08
Plasticity-Driven Self-Organization under Topological Constraints Accounts for Non-Random Features of Cortical Synaptic Wiring.	http://biorxiv.org/content/early/2016/01/08/027268	249	77	2015_11_23	2016_01_08
Nested metabarcode tagging: a robust tool for studying species interactions in ecology and evolution	http://biorxiv.org/content/early/2016/01/08/035071	225	14	2015_12_23	2016_01_08
Quantitative Relations in Protein and RNA Folding Deduced from Quantum Theory	http://biorxiv.org/content/early/2016/01/08/021782	369	44	2015_07_2	2016_01_08
Triplex Domain Finder: Detection of Triple Helix Binding Domains in Long Non-Coding RNAs	http://biorxiv.org/content/early/2016/01/08/020297	341	105	2015_06_2	2016_01_08
fusionDB: assessing microbial diversity and environmental preferences via functional similarity networks	http://biorxiv.org/content/early/2016/01/07/035923	466	93	2016_01_6	2016_01_07
An acetoacetate-inducible bacterial sensor	http://biorxiv.org/content/early/2016/01/07/035972	327	87	2016_01_5	2016_01_07
A bacterial parasite effector mediates insect vector attraction in host plants independently of developmental changes	http://biorxiv.org/content/early/2016/01/07/036186	513	133	2016_01_07	2016_01_07
Identification of physical interactions between genomic regions by enChIP-Seq	http://biorxiv.org/content/early/2016/01/07/036160	474	193	2016_01_07	2016_01_07
Inferring population size history from large samples of genome wide molecular data - an approximate Bayesian computation approach	http://biorxiv.org/content/early/2016/01/07/036178	710	241	2016_01_07	2016_01_07
Application of a dense genetic map for assessment of genomic responses to selection and inbreeding in Heliothis virescens.	http://biorxiv.org/content/early/2016/01/07/025981	204	47	2015_09_2	2016_01_07
Natural selection and recombination rate variation shape nucleotide polymorphism across the genomes of three related Populus species.	http://biorxiv.org/content/early/2016/01/07/026344	324	127	2015_09_8	2016_01_07
PEDLA: predicting enhancers with a deep learning-based algorithmic framework	http://biorxiv.org/content/early/2016/01/07/036129	692	256	2016_01_07	2016_01_07
Evaluation of the External RNA Controls Consortium (ERCC) reference material using a modified Latin square design.	http://biorxiv.org/content/early/2016/01/07/034868	424	106	2016_01_07	2016_01_07
Genome-wide identification and characterization of HOT regions in the human genome	http://biorxiv.org/content/early/2016/01/07/036152	356	108	2016_01_07	2016_01_07
Mergeomics: integration of diverse genomics resources to identify pathogenic perturbations to biological systems	http://biorxiv.org/content/early/2016/01/07/036012	470	81	2016_01_07	2016_01_07
Automating Assessment of the Undiscovered Biosynthetic Potential of Actinobacteria	http://biorxiv.org/content/early/2016/01/07/036087	171	126	2016_01_07	2016_01_07
Systematic identification of cooperation between DNA binding proteins in 3D space	http://biorxiv.org/content/early/2016/01/07/036145	530	158	2016_01_07	2016_01_07
RASLseqTools: open-source methods for designing and analyzing RNA-mediated oligonucleotide Annealing, Selection, and, Ligation sequencing (RASL-seq) experiments	http://biorxiv.org/content/early/2016/01/07/036061	333	84	2016_01_07	2016_01_07
Choosing panels of genomics assays using submodular optimization	http://biorxiv.org/content/early/2016/01/07/036137	273	77	2016_01_07	2016_01_07
Reverse signaling by Semaphorin-6A regulates cellular aggregation and neuronal morphology	http://biorxiv.org/content/early/2016/01/06/036095	265	32	2016_01_06	2016_01_06
Revised estimates for the number of human and bacteria cells in the body	http://biorxiv.org/content/early/2016/01/06/036103	23174	9625	2016_01_06	2016_01_06
Recessive inactivating mutations in TBCK, encoding a Rab GTPase-activating protein that modulates mTOR signaling, cause severe infantile syndromic encephalopathy	http://biorxiv.org/content/early/2016/01/06/036111	209	93	2016_01_06	2016_01_06
Canopy position has a profound effect on soybean seed composition	http://biorxiv.org/content/early/2016/01/06/036004	459	73	2016_01_6	2016_01_06
Environmental complexity favors the evolution of learning	http://biorxiv.org/content/early/2016/01/06/019968	344	49	2015_05_29	2016_01_06
Reactivation of reward-related patterns from single past episodes supports memory-based decision making	http://biorxiv.org/content/early/2016/01/05/035196	157	55	2015_12_29	2016_01_05
RTFBSDB: an integrated framework for transcription factor binding site analysis	http://biorxiv.org/content/early/2016/01/05/036053	875	184	2016_01_05	2016_01_05
A Notch and Su(H) dependent enhancer complex coordinates expression of nab in Drosophila	http://biorxiv.org/content/early/2016/01/05/036038	219	62	2016_01_05	2016_01_05
Shared experience, shared memory: a common structure for brain activity during naturalistic recall	http://biorxiv.org/content/early/2016/01/05/035931	641	242	2016_01_05	2016_01_05
Mapping challenging mutations by whole-genome sequencing	http://biorxiv.org/content/early/2016/01/05/036046	492	105	2016_01_05	2016_01_05
Deep, Staged Transcriptomic Resources for the Novel Coleopteran Models Atrachya menetriesi and Callosobruchus maculatus	http://biorxiv.org/content/early/2016/01/05/035998	283	94	2016_01_05	2016_01_05
A portable library to support the SBML Layout Extension	http://biorxiv.org/content/early/2016/01/05/035725	190	18	2016_01_05	2016_01_05
Comparative evaluation of the genomes of common bacterial members of the Drosophila intestinal community	http://biorxiv.org/content/early/2016/01/05/036020	465	90	2016_01_05	2016_01_05
Beyond comparisons of means: understanding changes in gene expression at the single-cell level	http://biorxiv.org/content/early/2016/01/05/035949	1191	449	2016_01_05	2016_01_05
Alternative end joining mechanisms exhibit varying dynamics in double strand break repair	http://biorxiv.org/content/early/2016/01/05/026070	239	49	2015_10_5	2016_01_05
A statistical approach reveals designs for the most robust stochastic gene oscillators	http://biorxiv.org/content/early/2016/01/05/025056	199	28	2015_10_19	2016_01_05
The role of oxygen in avascular tumor growth	http://biorxiv.org/content/early/2016/01/05/024562	235	29	2015_08_13	2016_01_05
Statistical Evidence for Common Ancestry: Testing for Signal in Silent Sites	http://biorxiv.org/content/early/2016/01/04/035915	374	65	2016_01_04	2016_01_04
Genome Sequences of Populus tremula Chloroplast and Mitochondrion: Implications for Holistic Poplar Breeding	http://biorxiv.org/content/early/2016/01/04/035899	307	91	2016_01_04	2016_01_04
Efficient detection of repeating sites to accelerate phylogenetic likelihood calculations	http://biorxiv.org/content/early/2016/01/04/035873	401	102	2016_01_04	2016_01_04
MeSH annotation of the chicken genome: MeSH-informed enrichment analysis and MeSH-guided semantic similarity among functional terms and gene products	http://biorxiv.org/content/early/2016/01/04/034975	407	63	2015_12_26	2016_01_04
DNA-metabarcoding uncovers the diversity of soil-inhabiting fungi in the tropical island of Puerto Rico	http://biorxiv.org/content/early/2016/01/04/025668	161	12	2015_08_28	2016_01_04
Proteomic indicators of oxidation and hydration state in colorectal cancer	http://biorxiv.org/content/early/2016/01/04/035857	247	77	2016_01_04	2016_01_04
Genome-wide Prediction of DNase I Hypersensitivity Using Gene Expression	http://biorxiv.org/content/early/2016/01/03/035808	1300	308	2016_01_1	2016_01_03
Global Prediction of Chromatin Accessibility Using RNA-seq from Small Number of Cells	http://biorxiv.org/content/early/2016/01/03/035816	1949	506	2016_01_1	2016_01_03
On the optimal use of isotherm models for the characterization of biosorption of lead onto algae	http://biorxiv.org/content/early/2016/01/02/035774	143	36	2016_01_02	2016_01_02
ShapeCluster: Applying parametric regression to analyse time-series gene expression data	http://biorxiv.org/content/early/2016/01/01/035782	398	71	2016_01_01	2016_01_01
The role of deleterious substitutions in crop genomes	http://biorxiv.org/content/early/2016/01/01/033175	497	37	2015_11_28	2016_01_01
The Maintenance of Sex and David Lack's Principle	http://biorxiv.org/content/early/2016/01/01/035832	297	69	2016_01_01	2016_01_01
Frequency Transformations and Spectral Gaps in Cochlear Implant Processing	http://biorxiv.org/content/early/2016/01/01/035824	169	44	2016_01_01	2016_01_01
A mathematical framework for statistical decision confidence	http://biorxiv.org/content/early/2016/01/01/017400	488	132	2015_04_1	2016_01_01
Estimating cell cycle model parameters using systems identification	http://biorxiv.org/content/early/2015/12/31/035766	92	10	2015_12_31	2015_12_31
Do Phylogenetic Tree Viewers correctly display Support Values?	http://biorxiv.org/content/early/2015/12/31/035360	982	142	2015_12_25	2015_12_31
MyGene.info and MyVariant.info: Gene and Variant Annotation Query Services	http://biorxiv.org/content/early/2015/12/30/035667	213	8	2015_12_30	2015_12_30
Sequential Multiple Assignment Randomized Trials: An Opportunity for Improved Design of Stroke Reperfusion Trials	http://biorxiv.org/content/early/2015/12/30/035683	73	1	2015_12_30	2015_12_30
Single-stranded DNA library preparation uncovers the origin and diversity of ultrashort cell-free DNA in plasma	http://biorxiv.org/content/early/2015/12/30/035741	87	8	2015_12_30	2015_12_30
Simulating multi-substrate diffusive transport in 3-D tissues with BioFVM	http://biorxiv.org/content/early/2015/12/30/035709	98	7	2015_12_30	2015_12_30
Agent-based simulation of large tumors in 3-D microenvironments	http://biorxiv.org/content/early/2015/12/30/035733	86	13	2015_12_30	2015_12_30
A regression framework for the proportion of true null hypotheses	http://biorxiv.org/content/early/2015/12/30/035675	344	57	2015_12_30	2015_12_30
A simple method for automated equilibration detection in molecular simulations	http://biorxiv.org/content/early/2015/12/30/021659	284	60	2015_12_16	2015_12_30
ŌvSim: a Simulation of the Population Dynamics of Mammalian Ovarian Follicles	http://biorxiv.org/content/early/2015/12/30/034249	220	26	2015_12_29	2015_12_30
Incoherent feedforward motifs as immune change detectors	http://biorxiv.org/content/early/2015/12/30/035600	118	35	2015_12_30	2015_12_30
Constricted cell migration causes nuclear lamina damage, DNA breaks, and squeeze-out of repair factors	http://biorxiv.org/content/early/2015/12/30/035626	124	20	2015_12_30	2015_12_30
scDD: A statistical approach for identifying differential distributions in single-cell RNA-seq experiments	http://biorxiv.org/content/early/2015/12/29/035501	415	99	2015_12_29	2015_12_29
Diversity of Pico- to Mesoplankton Along the 2000 km Salinity Gradient of the Baltic Sea	http://biorxiv.org/content/early/2015/12/29/035485	122	7	2015_12_29	2015_12_29
Post-embryonic hourglass patterns mark ontogenetic transitions in plant development	http://biorxiv.org/content/early/2015/12/28/035527	214	14	2015_12_28	2015_12_28
Chicken rRNA gene cluster structure	http://biorxiv.org/content/early/2015/12/28/035477	135	11	2015_12_28	2015_12_28
Learning in cortical networks through error back-propagation	http://biorxiv.org/content/early/2015/12/28/035451	183	227	2015_12_28	2015_12_28
MPRAnator: a web-based tool for the design of Massively Parallel Reporter Assay experiments.	http://biorxiv.org/content/early/2015/12/28/035444	243	60	2015_12_28	2015_12_28
Genomic DNA preparation enabling multiple replicate reads for accurate nanopore sequencing	http://biorxiv.org/content/early/2015/12/28/035436	549	127	2015_12_28	2015_12_28
Variability in cellular gene expression profiles and homeostatic regulation	http://biorxiv.org/content/early/2015/12/28/021048	170	35	2015_12_25	2015_12_28
Privacy-preserving search for chemical compound databases	http://biorxiv.org/content/early/2015/12/28/013995	184	33	2015_01_19	2015_12_28
New records of Atlantic humpback dolphin in Guinea, Nigeria, Cameroon and Togo underscore fisheries pressure and generalised marine bushmeat demand	http://biorxiv.org/content/early/2015/12/27/035337	107	17	2015_12_27	2015_12_27
On the widespread and critical impact of systematic bias and batch effects in single-cell RNA-Seq data	http://biorxiv.org/content/early/2015/12/27/025528	2626	629	2015_09_4	2015_12_27
solarius: an R interface to SOLAR for variance component analysis in pedigrees	http://biorxiv.org/content/early/2015/12/25/035378	326	16	2015_12_25	2015_12_25
Gene body H2B monoubiquitylation regulates gene-selective RNA Polymerase II pause release and is not rate limiting for transcription elongation	http://biorxiv.org/content/early/2015/12/25/035386	264	31	2015_12_25	2015_12_25
Molecular Simulation of Nonfacilitated Membrane Permeation	http://biorxiv.org/content/early/2015/12/25/029140	206	43	2015_10_14	2015_12_25
Biological screens from linear codes: theory and tools	http://biorxiv.org/content/early/2015/12/25/035352	284	342	2015_12_25	2015_12_25
GWIS: Genome Wide Inferred Statistics for non-linear functions of multiple phenotypes	http://biorxiv.org/content/early/2015/12/24/035329	365	61	2015_12_24	2015_12_24
Integration of mobile sequencers in an academic classroom	http://biorxiv.org/content/early/2015/12/24/035303	490	67	2015_12_24	2015_12_24
A mechanistic first-passage time framework for bacterial cell-division timing	http://biorxiv.org/content/early/2015/12/24/035345	134	152	2015_12_24	2015_12_24
Bibliometric and Geographical Analysis of Cell Death Related Literature	http://biorxiv.org/content/early/2015/12/24/035204	290	24	2015_12_24	2015_12_24
Rail-dbGaP: a protocol and tool for analyzing protected genomic data in a commercial cloud	http://biorxiv.org/content/early/2015/12/24/035287	909	92	2015_12_24	2015_12_24
The Fisher-Wright model with deterministic seed bank and selection	http://biorxiv.org/content/early/2015/12/24/035246	288	113	2015_12_24	2015_12_24
High-throughput pipeline for de-novo assembly and drug resistance mutations identification from Next-Generation Sequencing viral data of residual diagnostic samples	http://biorxiv.org/content/early/2015/12/24/035154	227	16	2015_12_24	2015_12_24
Initiator tRNA Genes Template the 3′ CCA End at High Frequencies in Bacteria	http://biorxiv.org/content/early/2015/12/24/035220	137	10	2015_12_24	2015_12_24
A mechanistic model of linkage analysis in allohexaploids	http://biorxiv.org/content/early/2015/12/24/035139	92	8	2015_12_24	2015_12_24
Recombination Disequilibrium in Ideal and Natural Populations	http://biorxiv.org/content/early/2015/12/24/035121	151	19	2015_12_24	2015_12_24
Interactive Analytics for Very Large Scale Genomic Data	http://biorxiv.org/content/early/2015/12/24/035295	375	104	2015_12_24	2015_12_24
De novo identification, differential analysis and functional annotation of SNPs from RNA-seq data in non-model species	http://biorxiv.org/content/early/2015/12/24/035238	389	70	2015_12_24	2015_12_24
State aggregation for fast likelihood computations in phylogenetics	http://biorxiv.org/content/early/2015/12/24/035063	358	32	2015_12_23	2015_12_24
High-accuracy HLA type inference from whole-genome sequencing data	http://biorxiv.org/content/early/2015/12/24/035253	721	172	2015_12_24	2015_12_24
Cancer cells have distinct electrical properties that predict a susceptibility to lipophilic anions; a new cancer drug paradigm	http://biorxiv.org/content/early/2015/12/24/035113	153	68	2015_12_24	2015_12_24
Genome variation and meiotic recombination in Plasmodium falciparum: insights from deep sequencing of genetic crosses	http://biorxiv.org/content/early/2015/12/23/024182	559	2408	2015_08_7	2015_12_23
Photon-HDF5: an open file format for single-molecule fluorescence experiments using photon-counting detectors	http://biorxiv.org/content/early/2015/12/23/026484	220	53	2015_11_11	2015_12_23
Hybrid Systems Modeling for (Cancer) Systems Biology	http://biorxiv.org/content/early/2015/12/23/035022	161	30	2015_12_23	2015_12_23
Insect Wing Classification of Mosquitoes and Bees Using CO1 Image Recognition.	http://biorxiv.org/content/early/2015/12/23/034819	374	52	2015_12_20	2015_12_23
Untangling cortico-striatal connectivity and cross-frequency coupling in L-DOPA-induced dyskinesia	http://biorxiv.org/content/early/2015/12/23/028027	297	34	2015_10_4	2015_12_23
A pan-cancer analysis of prognostic genes	http://biorxiv.org/content/early/2015/12/23/030924	557	127	2015_11_8	2015_12_23
Enhancing the precision of our understanding about mentalizing in adults with autism	http://biorxiv.org/content/early/2015/12/23/034454	1170	113	2015_12_16	2015_12_23
Hebbian Wiring Plasticity Generates Efficient Network Structures for Robust Inference with Synaptic Weight Plasticity	http://biorxiv.org/content/early/2015/12/23/024406	200	29	2015_08_13	2015_12_23
Agent-based modeling of cancer stem cell driven solid tumor growth	http://biorxiv.org/content/early/2015/12/23/035162	221	36	2015_12_23	2015_12_23
A reference panel of 64,976 haplotypes for genotype imputation	http://biorxiv.org/content/early/2015/12/23/035170	2576	399	2015_12_23	2015_12_23
Mesoscale analyses of fungal networks as an approach for quantifying phenotypic traits	http://biorxiv.org/content/early/2015/12/23/006544	116	7	2015_03_24	2015_12_23
MERS-CoV recombination: implications about the reservoir and potential for adaptation	http://biorxiv.org/content/early/2015/12/23/020834	886	362	2015_06_12	2015_12_23
Hydroxide Once or Twice? A combined Neutron Crystallographic and Quantum Chemical Study of the Hydride Shift in D-Xylose Isomerase	http://biorxiv.org/content/early/2015/12/23/030601	189	26	2015_11_4	2015_12_23
